f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,binary,family,mtype
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,17.0,6.0,0.0,0.0,2.0,0.0,4.267554,5.3177886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.2844114,5.4393315,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,11.0,3.0,1.0,2752.0,628.0,117.0,1.0,1.0,49.0,4.9313383,5.2926598,16.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,zeus,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.274453,5.438127,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,157.0,53.0,8.0,1.0,1512.0,674.0,3.0,0.0,9.0,0.0,5.174822,5.600664,48.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,trickbot,banker
1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,22.0,1.0,0.0,0.0,28.0,9.0,0.0,0.0,1.0,0.0,5.07879,5.136536,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,zeus,banker
1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,15.0,1.0,3.0,285.0,102.0,1.0,0.0,3.0,2.0,5.030903,5.455828,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.2782493,5.4378977,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
4.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,39.0,6.0,2.0,1.0,49.0,16.0,2.0,0.0,1.0,1.0,5.0825624,5.381184,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,ursnif,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,21.0,3.0,2.0,404.0,139.0,3.0,0.0,2.0,2.0,5.149332,5.4403505,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,94.0,22.0,9.0,9.0,247.0,80.0,13.0,0.0,11.0,10.0,5.0314856,5.464465,25.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,16.0,1.0,3.0,362.0,124.0,12.0,0.0,5.0,3.0,5.08079,5.4913983,19.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4.6840253,5.014337,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,zeus,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,14.0,5.0,3.0,107.0,16.0,2.0,0.0,0.0,4.0,5.1224875,5.353922,195.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,lokibot,pws
2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,30.0,7.0,3.0,0.0,110.0,41.0,0.0,0.0,8.0,6.0,5.1879177,5.3494034,12.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,qakbot,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.2686424,5.4441495,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,317.0,12.0,2.0,2.0,157.0,35.0,2.0,0.0,1.0,3.0,5.1290674,5.3658557,199.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,lokibot,pws
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.280461,5.439383,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.274381,5.4440427,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,15.0,1.0,2.0,349.0,119.0,12.0,0.0,2.0,7.0,5.0775824,5.493659,18.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,14.0,1.0,3.0,258.0,95.0,0.0,0.0,3.0,2.0,5.058135,5.4204664,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,5.130122,5.137631,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,harhar,coinminer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.2959948,5.4394403,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,88.0,23.0,1.0,3.0,378.0,128.0,13.0,0.0,5.0,3.0,5.103747,5.5014477,28.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,14.0,4.0,0.0,0.0,18.0,6.0,0.0,0.0,2.0,2.0,4.99867,5.314929,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4.943315,5.014337,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,harhar,coinminer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.295477,5.4441857,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,17.0,1.0,3.0,376.0,128.0,12.0,0.0,2.0,7.0,5.0800996,5.485883,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,1.0,127.0,40.0,2.0,0.0,8.0,0.0,5.1046047,5.487483,8.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,trickbot,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,316.0,12.0,3.0,2.0,138.0,29.0,2.0,0.0,1.0,1.0,5.1260266,5.314401,198.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,lokibot,pws
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4.877986,5.014337,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,harhar,coinminer
3.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,262.0,63.0,11.0,15.0,625.0,202.0,3.0,0.0,18.0,4.0,5.3008323,5.5112042,54.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,lokibot,pws
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.274631,5.444038,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.27199,5.4425697,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.295111,5.437837,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,5.1003942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,trickbot,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,18.0,1.0,5.0,289.0,105.0,0.0,0.0,2.0,6.0,4.9823146,5.4113145,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,9.0,1.0,0.0,26.0,4.0,0.0,0.0,1.0,1.0,4.8387823,5.209152,82.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,lokibot,pws
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,319.0,4.0,1.0,2.0,157.0,50.0,12.0,0.0,2.0,3.0,5.1908565,5.496913,298.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,emotet,banker
2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,147.0,52.0,2.0,0.0,986.0,360.0,22.0,0.0,2.0,4.0,5.376839,5.541228,44.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,njrat,rat
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,15.0,1.0,3.0,271.0,99.0,0.0,0.0,2.0,4.0,5.016334,5.4084306,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,92.0,22.0,9.0,9.0,308.0,97.0,13.0,0.0,12.0,5.0,5.030332,5.5256143,25.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,57.0,18.0,1.0,2.0,2951.0,708.0,114.0,0.0,5.0,3.0,5.055552,5.3420544,21.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,23.0,41.0,2.0,315.0,116.0,1.0,0.0,4.0,4.0,4.879952,5.4351954,97.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,lokibot,pws
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,15.0,1.0,3.0,362.0,122.0,12.0,0.0,5.0,3.0,5.0776057,5.4838223,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,19.0,1.0,3.0,368.0,125.0,12.0,0.0,2.0,7.0,5.063984,5.4822516,22.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,5.1003942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,trickbot,banker
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4.877986,5.0731997,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,harhar,coinminer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,2.0,1.0,53.0,16.0,2.0,0.0,1.0,0.0,5.262269,5.2554073,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,16.0,1.0,3.0,2846.0,679.0,102.0,0.0,5.0,2.0,5.02319,5.2911143,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,3.0,3.0,66.0,25.0,0.0,0.0,3.0,1.0,4.976915,5.2037954,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1,lokibot,pws
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,3.0,0.0,0.0,42.0,14.0,0.0,0.0,1.0,2.0,5.0852385,5.286462,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,lokibot,pws
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,2.0,1.0,53.0,16.0,2.0,0.0,1.0,0.0,5.2842717,5.244959,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,1.0,16.0,6.0,0.0,0.0,1.0,3.0,4.949378,5.0575724,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,16.0,1.0,3.0,2996.0,720.0,115.0,0.0,5.0,3.0,5.0393867,5.3590245,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,131.0,40.0,3.0,0.0,5823.0,2645.0,2.0,2.0,6.0,4.0,5.142546,5.4438653,57.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,njrat,rat
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,30.0,1.0,3.0,427.0,139.0,14.0,0.0,5.0,3.0,5.220577,5.4880047,24.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,4.0,1.0,0.0,124.0,42.0,0.0,0.0,0.0,2.0,5.037691,5.5224633,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,trickbot,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.290128,5.4382005,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,0.0,0.0,79.0,30.0,0.0,0.0,1.0,0.0,5.272005,5.208307,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,lokibot,pws
2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,129.0,31.0,16.0,12.0,439.0,160.0,13.0,0.0,11.0,17.0,5.202236,5.481865,31.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.2788644,5.4441376,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,152.0,49.0,7.0,3.0,802.0,301.0,21.0,0.0,3.0,3.0,5.4202023,5.5208507,39.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,njrat,rat
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,330.0,13.0,8.0,4.0,92.0,11.0,2.0,0.0,1.0,1.0,5.087221,5.4330535,198.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,lokibot,pws
2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,91.0,22.0,9.0,9.0,305.0,96.0,13.0,0.0,11.0,5.0,5.0256524,5.517744,24.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,73.0,18.0,4.0,8.0,298.0,86.0,22.0,1.0,2.0,55.0,4.885651,5.3892236,23.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,zeus,banker
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,18.0,1.0,3.0,2949.0,707.0,114.0,0.0,2.0,7.0,5.01918,5.3392434,22.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,3.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,4.8276935,5.3505754,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,njrat,rat
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,6.0,2.0,2.0,132.0,27.0,2.0,0.0,1.0,1.0,5.098765,5.321388,194.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,lokibot,pws
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,5.0,2.0,2.0,70.0,3.0,2.0,0.0,0.0,1.0,5.085609,5.227329,193.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,lokibot,pws
2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,94.0,22.0,9.0,9.0,279.0,89.0,13.0,1.0,11.0,14.0,5.028346,5.4691505,25.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,15.0,1.0,5.0,260.0,96.0,0.0,0.0,2.0,6.0,4.9374714,5.4188685,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18646.0,204.0,3.0,1.0,193.0,48.0,15.0,1.0,1.0,63.0,4.8869104,5.5141935,950.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,zeus,banker
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,17.0,1.0,3.0,362.0,123.0,12.0,0.0,2.0,7.0,5.036449,5.4841347,19.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,2.0,1.0,150.0,50.0,1.0,0.0,1.0,0.0,5.2724504,5.4859376,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,trickbot,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.274355,5.4378576,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,21.0,1.0,3.0,2996.0,725.0,114.0,0.0,5.0,3.0,5.085233,5.3434467,23.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.2878146,5.4393573,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,3.0,0.0,0.0,74.0,25.0,0.0,0.0,1.0,1.0,4.746819,5.2166424,82.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,lokibot,pws
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,474.0,16.0,1.0,2.0,274.0,100.0,0.0,0.0,2.0,5.0,5.2135158,5.411022,300.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,579.0,250.0,2.0,0.0,1.0,0.0,5.2758193,5.439309,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,4.0,0.0,0.0,106.0,27.0,0.0,0.0,0.0,0.0,4.9060287,5.449031,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,ursnif,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,16.0,1.0,3.0,275.0,101.0,0.0,0.0,5.0,6.0,4.97847,5.4325094,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,14.0,1.0,2.0,295.0,111.0,0.0,0.0,2.0,2.0,5.0776033,5.433336,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,117.0,34.0,4.0,3.0,560.0,220.0,7.0,0.0,3.0,3.0,5.389605,5.5057406,39.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,njrat,rat
2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,103.0,24.0,9.0,9.0,2879.0,676.0,116.0,0.0,11.0,16.0,5.0220327,5.3322263,30.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1,qakbot,banker
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.2952085,5.4426293,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,15.0,1.0,3.0,255.0,93.0,0.0,0.0,5.0,2.0,5.017214,5.4177322,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,emotet,banker
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,6.0,2.0,2.0,129.0,26.0,2.0,0.0,1.0,1.0,5.0969105,5.3164167,194.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,lokibot,pws
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,5.0,2.0,2.0,69.0,3.0,2.0,0.0,0.0,1.0,5.0832324,5.323514,193.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,lokibot,pws
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,2.0,1.0,53.0,16.0,2.0,0.0,1.0,0.0,5.282273,5.231731,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,29.0,5.0,2.0,653.0,278.0,2.0,0.0,3.0,2.0,5.3011727,5.4601483,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,2.0,1.0,574.0,248.0,2.0,0.0,1.0,0.0,5.2846923,5.437903,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,swisyn,trojan
